Year,Crop_Name,Month,Market_Price_per_kg,Demand,State
2025,Rice,March,56.52,Medium,Gujarat
2025,Banana,June,55.91,Medium,Tamil Nadu
2025,Tomato,February,104.95,High,Punjab
2025,Groundnut,January,30.46,Medium,Punjab
2025,Beans,January,63.75,Medium,Gujarat
2025,Cotton,January,120.26,High,Andhra Pradesh
2025,Mango,November,22.07,Low,Karnataka
2025,Groundnut,March,15.02,Low,Maharashtra
2025,Banana,March,38.12,Medium,Andhra Pradesh
2025,Wheat,February,115.32,High,Telangana
2025,Onion,May,13.96,Low,Karnataka
2025,Banana,July,49.99,Medium,Tamil Nadu
2025,Chilli,September,71.07,High,Andhra Pradesh
2025,Rice,November,117.61,High,Uttar Pradesh
2025,Wheat,October,10.61,Low,Punjab
2025,Wheat,March,38.02,Medium,Rajasthan
2025,Mango,April,82.59,High,Tamil Nadu
2025,Tomato,May,25.8,Low,Gujarat
2025,Banana,March,21.77,Low,Karnataka
2025,Chilli,December,38.81,Medium,Kerala
2025,Onion,January,138.71,High,Karnataka
2025,Banana,November,83.91,High,Tamil Nadu
2025,Sugarcane,November,106.9,High,Tamil Nadu
2025,Mango,January,22.88,Low,Rajasthan
2025,Chilli,December,43.41,Medium,Rajasthan
2025,Cotton,August,82.11,High,Gujarat
2025,Chilli,June,57.85,Medium,Karnataka
2025,Corn,January,15.51,Low,Maharashtra
2025,Banana,August,28.27,Low,Gujarat
2025,Groundnut,September,111.23,High,Kerala
2025,Cotton,June,127.69,High,Karnataka
2025,Corn,February,101.96,High,Punjab
2025,Potato,May,17.53,Low,Telangana
2025,Mango,June,128.06,High,Kerala
2025,Corn,June,18.24,Low,Tamil Nadu
2025,Mango,April,53.31,Medium,Uttar Pradesh
2025,Corn,January,29.56,Low,Punjab
2025,Cotton,January,15.95,Low,Uttar Pradesh
2025,Groundnut,March,16.99,Low,Telangana
2025,Onion,September,28.59,Low,Tamil Nadu
2025,Cotton,March,69.91,Medium,Punjab
2025,Cotton,January,16.35,Low,Tamil Nadu
2025,Mango,May,42.05,Medium,Maharashtra
2025,Beans,May,84.89,High,Andhra Pradesh
2025,Cotton,January,67.66,Medium,Punjab
2025,Cabbage,June,81.04,High,Kerala
2025,Cotton,April,85.02,High,Karnataka
2025,Cabbage,November,107.01,High,Uttar Pradesh
2025,Sugarcane,July,26.28,Low,Telangana
2025,Chilli,January,17.38,Low,Maharashtra
2025,Carrot,June,23.78,Low,Uttar Pradesh
2025,Tomato,August,59.75,Medium,Punjab
2025,Groundnut,September,11.06,Low,Punjab
2025,Corn,June,27.47,Low,Telangana
2025,Groundnut,November,14.64,Low,Rajasthan
2025,Corn,November,43.92,Medium,Tamil Nadu
2025,Rice,June,119.97,High,Telangana
2025,Potato,December,108.19,High,Karnataka
2025,Wheat,December,16.15,Low,Tamil Nadu
2025,Rice,August,32.23,Medium,Rajasthan
2025,Tomato,March,14.84,Low,Kerala
2025,Chilli,January,129.11,High,Punjab
2025,Onion,December,90.43,High,Rajasthan
2025,Potato,February,45.25,Medium,Telangana
2025,Sugarcane,March,133.82,High,Andhra Pradesh
2025,Wheat,April,75.93,High,Karnataka
2025,Groundnut,September,24.6,Low,Maharashtra
2025,Tomato,August,69.65,Medium,Tamil Nadu
2025,Sugarcane,November,34.57,Medium,Telangana
2025,Rice,August,12.67,Low,Telangana
2025,Banana,November,62.85,Medium,Rajasthan
2025,Wheat,August,58.21,Medium,Uttar Pradesh
2025,Sugarcane,February,78.55,High,Karnataka
2025,Corn,August,102.37,High,Rajasthan
2025,Sugarcane,February,52.38,Medium,Maharashtra
2025,Corn,March,54.8,Medium,Andhra Pradesh
2025,Onion,April,66.59,Medium,Gujarat
2025,Corn,January,67.09,Medium,Telangana
2025,Rice,August,108.0,High,Maharashtra
2025,Tomato,April,54.22,Medium,Tamil Nadu
2025,Rice,August,133.93,High,Maharashtra
2025,Sugarcane,September,37.97,Medium,Rajasthan
2025,Groundnut,November,59.95,Medium,Uttar Pradesh
2025,Rice,December,130.26,High,Punjab
2025,Rice,April,41.1,Medium,Tamil Nadu
2025,Rice,May,34.88,Medium,Andhra Pradesh
2025,Corn,November,18.21,Low,Gujarat
2025,Cabbage,May,27.83,Low,Maharashtra
2025,Groundnut,May,42.62,Medium,Andhra Pradesh
2025,Rice,May,11.05,Low,Andhra Pradesh
2025,Sugarcane,April,19.09,Low,Uttar Pradesh
2025,Rice,October,54.5,Medium,Kerala
2025,Beans,June,25.99,Low,Maharashtra
2025,Cotton,March,16.61,Low,Tamil Nadu
2025,Corn,July,122.72,High,Gujarat
2025,Sugarcane,September,20.36,Low,Maharashtra
2025,Cabbage,August,17.04,Low,Maharashtra
2025,Wheat,March,72.56,High,Uttar Pradesh
2025,Onion,April,71.47,High,Uttar Pradesh
2025,Wheat,July,91.11,High,Karnataka
2025,Banana,July,23.82,Low,Telangana
2025,Cabbage,October,18.37,Low,Tamil Nadu
2025,Banana,April,45.27,Medium,Gujarat
2025,Cabbage,September,13.24,Low,Kerala
2025,Cabbage,July,24.42,Low,Maharashtra
2025,Onion,August,140.69,High,Uttar Pradesh
2025,Beans,December,115.2,High,Punjab
2025,Sugarcane,March,31.24,Medium,Andhra Pradesh
2025,Corn,October,42.39,Medium,Gujarat
2025,Chilli,June,127.08,High,Maharashtra
2025,Rice,April,129.39,High,Gujarat
2025,Tomato,November,13.3,Low,Uttar Pradesh
2025,Tomato,April,24.16,Low,Maharashtra
2025,Banana,March,53.61,Medium,Karnataka
2025,Chilli,January,32.23,Medium,Gujarat
2025,Beans,July,13.24,Low,Maharashtra
2025,Sugarcane,August,104.78,High,Maharashtra
2025,Mango,May,13.1,Low,Kerala
2025,Rice,April,27.82,Low,Andhra Pradesh
2025,Rice,January,38.57,Medium,Uttar Pradesh
2025,Onion,December,136.45,High,Maharashtra
2025,Banana,September,12.32,Low,Punjab
2025,Potato,April,19.71,Low,Rajasthan
2025,Banana,September,25.55,Low,Punjab
2025,Sugarcane,May,74.77,High,Karnataka
2025,Cotton,December,40.16,Medium,Gujarat
2025,Beans,April,148.46,High,Telangana
2025,Tomato,November,36.28,Medium,Uttar Pradesh
2025,Potato,April,115.65,High,Telangana
2025,Potato,April,43.41,Medium,Gujarat
2025,Wheat,September,93.14,High,Kerala
2025,Cabbage,August,11.24,Low,Telangana
2025,Cotton,October,48.53,Medium,Tamil Nadu
2025,Onion,May,142.71,High,Andhra Pradesh
2025,Beans,November,68.24,Medium,Andhra Pradesh
2025,Beans,January,15.4,Low,Andhra Pradesh
2025,Banana,April,54.67,Medium,Rajasthan
2025,Tomato,September,26.79,Low,Tamil Nadu
2025,Rice,March,27.94,Low,Rajasthan
2025,Tomato,February,123.54,High,Rajasthan
2025,Wheat,June,135.66,High,Tamil Nadu
2025,Banana,December,28.46,Low,Maharashtra
2025,Rice,August,16.86,Low,Maharashtra
2025,Onion,October,54.04,Medium,Rajasthan
2025,Cotton,June,58.32,Medium,Tamil Nadu
2025,Potato,October,11.15,Low,Kerala
2025,Corn,October,144.01,High,Maharashtra
2025,Wheat,October,11.4,Low,Maharashtra
2025,Groundnut,June,60.66,Medium,Tamil Nadu
2025,Banana,July,122.46,High,Telangana
2025,Beans,October,134.19,High,Maharashtra
2025,Beans,December,13.26,Low,Uttar Pradesh
2025,Mango,November,146.33,High,Telangana
2025,Rice,April,136.35,High,Andhra Pradesh
2025,Mango,April,13.54,Low,Telangana
2025,Groundnut,September,19.86,Low,Uttar Pradesh
2025,Cotton,October,20.0,Low,Karnataka
2025,Cabbage,October,14.03,Low,Gujarat
2025,Tomato,April,56.36,Medium,Tamil Nadu
2025,Tomato,January,19.89,Low,Telangana
2025,Onion,July,46.33,Medium,Tamil Nadu
2025,Groundnut,May,44.56,Medium,Karnataka
2025,Banana,October,50.29,Medium,Punjab
2025,Cabbage,October,80.71,High,Gujarat
2025,Sugarcane,July,146.48,High,Punjab
2025,Carrot,June,102.42,High,Gujarat
2025,Mango,November,102.96,High,Karnataka
2025,Cabbage,September,33.75,Medium,Uttar Pradesh
2025,Sugarcane,February,66.75,Medium,Tamil Nadu
2025,Carrot,October,56.16,Medium,Rajasthan
2025,Onion,August,29.24,Low,Punjab
2025,Carrot,January,11.79,Low,Gujarat
2025,Potato,March,28.43,Low,Kerala
2025,Corn,December,28.98,Low,Uttar Pradesh
2025,Wheat,July,70.53,High,Rajasthan
2025,Onion,November,62.7,Medium,Punjab
2025,Rice,September,101.96,High,Punjab
2025,Rice,August,130.04,High,Punjab
2025,Banana,March,15.82,Low,Punjab
2025,Cotton,May,16.01,Low,Gujarat
2025,Beans,May,122.13,High,Rajasthan
2025,Chilli,June,60.38,Medium,Rajasthan
2025,Wheat,March,37.73,Medium,Punjab
2025,Potato,March,13.95,Low,Karnataka
2025,Wheat,October,87.22,High,Gujarat
2025,Corn,March,72.57,High,Andhra Pradesh
2025,Wheat,July,13.27,Low,Maharashtra
2025,Corn,November,105.41,High,Kerala
2025,Cotton,July,46.3,Medium,Tamil Nadu
2025,Tomato,May,23.29,Low,Gujarat
2025,Tomato,January,56.97,Medium,Andhra Pradesh
2025,Groundnut,August,144.65,High,Telangana
2025,Chilli,January,17.8,Low,Punjab
2025,Tomato,May,36.14,Medium,Uttar Pradesh
2025,Wheat,July,37.51,Medium,Punjab
2025,Rice,April,13.97,Low,Karnataka
2025,Potato,January,41.71,Medium,Rajasthan
2025,Cabbage,September,43.32,Medium,Kerala
2025,Beans,May,111.13,High,Punjab
2025,Cabbage,June,60.8,Medium,Punjab
2025,Cotton,September,53.38,Medium,Gujarat
2025,Cotton,January,133.44,High,Kerala
2025,Corn,August,109.63,High,Rajasthan
2025,Rice,July,25.34,Low,Punjab
2025,Banana,February,29.14,Low,Maharashtra
2025,Banana,August,13.71,Low,Karnataka
2025,Corn,March,36.84,Medium,Punjab
2025,Wheat,August,63.46,Medium,Uttar Pradesh
2025,Chilli,June,26.57,Low,Kerala
2025,Beans,June,30.59,Medium,Rajasthan
2025,Potato,October,10.6,Low,Karnataka
2025,Mango,February,112.75,High,Andhra Pradesh
2025,Chilli,February,73.75,High,Rajasthan
2025,Sugarcane,May,61.65,Medium,Tamil Nadu
2025,Banana,May,24.88,Low,Karnataka
2025,Potato,July,134.01,High,Rajasthan
2025,Banana,March,54.11,Medium,Uttar Pradesh
2025,Chilli,August,29.2,Low,Tamil Nadu
2025,Rice,September,60.64,Medium,Maharashtra
2025,Chilli,June,21.51,Low,Punjab
2025,Beans,April,97.34,High,Karnataka
2025,Carrot,October,46.25,Medium,Rajasthan
2025,Wheat,July,92.27,High,Andhra Pradesh
2025,Banana,May,25.13,Low,Kerala
2025,Cotton,April,67.44,Medium,Telangana
2025,Cabbage,January,27.23,Low,Uttar Pradesh
2025,Cabbage,July,99.11,High,Maharashtra
2025,Tomato,October,57.53,Medium,Maharashtra
2025,Tomato,September,38.76,Medium,Andhra Pradesh
2025,Mango,August,101.89,High,Kerala
2025,Onion,August,48.1,Medium,Maharashtra
2025,Banana,June,140.09,High,Kerala
2025,Cotton,June,19.98,Low,Rajasthan
2025,Corn,October,20.18,Low,Punjab
2025,Rice,May,22.21,Low,Telangana
2025,Mango,January,39.66,Medium,Maharashtra
2025,Rice,August,36.46,Medium,Kerala
2025,Carrot,April,47.34,Medium,Gujarat
2025,Carrot,September,15.95,Low,Uttar Pradesh
2025,Rice,December,99.16,High,Gujarat
